Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
raureni-gem-cirese-370g-10884,Raureni Gem Cirese 370g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-10884,369.9952962,shopify,6,deny,manual,3.5,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-dulceata-zmeura-270g-14612,Raureni Dulceata Zmeura 270g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-14612,269.9781786,shopify,6,deny,manual,3.4,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-dulceata-visine-270g-10901,Raureni Dulceata Visine 270g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-10901,269.9781786,shopify,6,deny,manual,3.8,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-dulceata-trandafiri-270g-14036,Raureni Dulceata Trandafiri 270g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-14036,269.9781786,shopify,6,deny,manual,2.5,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-dulceata-nuci-verzi-270g-17573,Raureni Dulceata Nuci Verzi 270g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-17573,269.9781786,shopify,12,deny,manual,5,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-dulceata-gutui-270g-14475,Raureni Dulceata Gutui 270g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-14475,269.9781786,shopify,6,deny,manual,2.7,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-dulceata-fructe-de-padure-250g-14035,Raureni Dulceata Fructe De Padure 250g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-14035,250.0201143,shopify,6,deny,manual,2.9,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-dulceata-coacaze-270g-10904,Raureni Dulceata Coacaze 270g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-10904,269.9781786,shopify,6,deny,manual,3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-dulceata-cirese-270g-10902,Raureni Dulceata Cirese 270g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-10902,269.9781786,shopify,6,deny,manual,3.8,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-dulceata-capsuni-270g-10900,Raureni Dulceata Capsuni 270g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-10900,269.9781786,shopify,6,deny,manual,2.8,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-dulceata-afine-270g-10903,Raureni Dulceata Afine 270g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-10903,269.9781786,shopify,6,deny,manual,3.6,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-conopida-otet-700g-10881,Raureni Conopida Otet 700g,,Basarabia,,Cans & Jars,"Cans & Jars, price-match",TRUE,Title,Default Title,,,,,,,,MAR-10881,699.9837454,shopify,6,deny,manual,2.6,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-castraveti-picanti-680g-10919,Raureni Castraveti Picanti 680g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-10919,679.9803219,shopify,6,deny,manual,2.3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-castraveti-otet-6-9cm-1600g-10876,Raureni Castraveti Otet 6-9Cm 1600g,,Basarabia,,Cans & Jars,"Cans & Jars, price-match",TRUE,Title,Default Title,,,,,,,,MAR-10876,1600.001726,shopify,4,deny,manual,4.3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-castraveti-extra-in-otet-3-6cm-520ml-10887,Raureni Castraveti Extra In Otet 3-6Cm 520ml,,Basarabia,,Cans & Jars,"Cans & Jars, price-match",TRUE,Title,Default Title,,,,,,,,MAR-10887,0,shopify,6,deny,manual,2.4,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-castraveti-ardelenesti-680g-12889,Raureni Castraveti Ardelenesti 680g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-12889,679.9803219,shopify,6,deny,manual,2.5,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-castraveti-3-6cm-370ml-18650,Raureni Castraveti 3-6Cm 370ml,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-18650,0,shopify,6,deny,manual,1.4,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-ardei-venetian-720g-10928,Raureni Ardei Venetian 720g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-10928,719.9871689,shopify,6,deny,manual,3.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-ardei-capia-copti-720g-10924,Raureni Ardei Capia Copti 720g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-10924,719.9871689,shopify,6,deny,manual,3.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-ardei-capia-copt-1600g-13174,Raureni Ardei Capia Copt 1600g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-13174,1600.001726,shopify,4,deny,manual,5.3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
olympia-zacusca-vinete-coapte-550g-13347,Olympia Zacusca Vinete Coapte 550g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-13347,549.9807486,shopify,6,deny,manual,2.4,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
olympia-zacusca-vinete-coapte-300g-11606,Olympia Zacusca Vinete Coapte 300g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11606,300.0059935,shopify,6,deny,manual,1.5,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
olympia-zacusca-traditionala-munteneasca-580ml-10473,Olympia Zacusca Traditionala Munteneasca 580ml,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-10473,0,shopify,6,deny,manual,3.7,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
olympia-zacusca-munteneasca-cu-ciuperci-580ml-13152,Olympia Zacusca Munteneasca Cu Ciuperci 580ml,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-13152,0,shopify,6,deny,manual,3.9,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
olympia-zacusca-fasole-300g-11636,Olympia Zacusca Fasole 300g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11636,300.0059935,shopify,6,deny,manual,1.5,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
olympia-zacusca-ciuperci-300g-11632,Olympia Zacusca Ciuperci 300g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11632,300.0059935,shopify,6,deny,manual,1.6,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
olympia-varza-calita-580ml-14049,Olympia Varza Calita 580ml,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-14049,0,shopify,6,deny,manual,2.2,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
olympia-tocana-legume-300g-11607,Olympia Tocana Legume 300g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11607,300.0059935,shopify,6,deny,manual,1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
olympia-mancare-fasole-310g-11609,Olympia Mancare Fasole 310g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11609,309.9850257,shopify,6,deny,manual,1.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
olympia-gourmet-zacusca-picanta-vinete-si-ardei-capia-18074,Olympia Gourmet Zacusca Picanta Vinete Si Ardei Capia,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-18074,0,shopify,6,deny,manual,1.4,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
olympia-gogosari-sferturi-murati-otet-720ml-11610,Olympia Gogosari Sferturi Murati Otet 720ml,,Basarabia,,Cans & Jars,"Cans & Jars, price-match",TRUE,Title,Default Title,,,,,,,,MAR-11610,0,shopify,6,deny,manual,2.2,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
olympia-castraveti-cornison-in-otet-1-3cm-370ml-16322,Olympia Castraveti Cornison In Otet 1-3Cm 370ml,,Basarabia,,Cans & Jars,"Cans & Jars, price-match",TRUE,Title,Default Title,,,,,,,,MAR-16322,0,shopify,6,deny,manual,2.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
olympia-castraveti-9-12-otet-5000ml-11598,Olympia Castraveti 9-12 Otet 5000ml,,Basarabia,,Cans & Jars,"Cans & Jars, price-match",TRUE,Title,Default Title,,,,,,,,MAR-11598,0,shopify,6,deny,manual,7.3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
olympia-castraveti-6-9-720ml-13416,Olympia Castraveti 6-9 720ml,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-13416,0,shopify,6,deny,manual,1.9,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
olympia-castraveti-3-6-720ml-13415,Olympia Castraveti 3-6 720ml,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-13415,0,shopify,6,deny,manual,2,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
mos-nichifor-varza-murata-tocata-in-saramura-18669,Mos Nichifor Varza Murata Tocata In Saramura,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-18669,0,shopify,6,deny,manual,3.6,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
mos-nichifor-muraturi-asortate-taiate-400g-18802,Mos Nichifor Muraturi Asortate Taiate 400g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-18802,399.9777519,shopify,16,deny,manual,2.8,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
mos-nichifor-muraturi-asortate-intregi-1700ml-18672,Mos Nichifor Muraturi Asortate Intregi 1700ml,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-18672,0,shopify,6,deny,manual,5.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
mos-nichifor-gogonele-murate-in-saramura-1700ml-18801,Mos Nichifor Gogonele Murate In Saramura 1700ml,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-18801,0,shopify,6,deny,manual,3.5,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
mos-nichifor-frunze-de-vita-in-saramura-1000ml-18670,Mos Nichifor Frunze De Vita In Saramura 1000ml,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-18670,0,shopify,6,deny,manual,3.6,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
mos-nichifor-castraveti-in-saramura-1700ml-18668,Mos Nichifor Castraveti In Saramura 1700ml,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-18668,0,shopify,6,deny,manual,4.7,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
mandy-pate-vegetal-original-200g-11414,Mandy Pate Vegetal Original 200g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11414,199.9888759,shopify,6,deny,manual,1.3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
mandy-pate-vegetal-original-120g-11418,Mandy Pate Vegetal Original 120g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11418,120.0205411,shopify,6,deny,manual,1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
mandy-pate-vegetal-masline-200g-11422,Mandy Pate Vegetal Masline 200g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11422,199.9888759,shopify,6,deny,manual,1.3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
mandy-pate-vegetal-masline-120g-11421,Mandy Pate Vegetal Masline 120g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11421,120.0205411,shopify,6,deny,manual,1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
mandy-pate-vegetal-cu-spanac-200g-14899,Mandy Pate Vegetal Cu Spanac 200g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-14899,199.9888759,shopify,6,deny,manual,1.3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
mandy-pate-vegetal-cu-spanac-120g-14898,Mandy Pate Vegetal Cu Spanac 120g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-14898,120.0205411,shopify,6,deny,manual,1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
mandy-pate-vegetal-ciuperci-200g-11420,Mandy Pate Vegetal Ciuperci 200g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11420,199.9888759,shopify,6,deny,manual,1.3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
mandy-pate-vegetal-ciuperci-120g-11419,Mandy Pate Vegetal Ciuperci 120g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11419,120.0205411,shopify,6,deny,manual,1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
mandy-pate-vegetal-ardei-gras-200g-11425,Mandy Pate Vegetal Ardei Gras 200g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11425,199.9888759,shopify,6,deny,manual,1.3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
mandy-pate-vegetal-ardei-gras-120g-11424,Mandy Pate Vegetal Ardei Gras 120g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11424,120.0205411,shopify,6,deny,manual,1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
mandy-pate-ton-100g-18555,Mandy Pate Ton 100g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-18555,100.0171176,shopify,9,deny,manual,1.3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
hada-muraturi-asortate-otet-amphora-1700ml-17094,Hada Muraturi Asortate Otet Amphora 1700ml,,Basarabia,,Cans & Jars,"Cans & Jars, price-match",TRUE,Title,Default Title,,,,,,,,MAR-17094,0,shopify,4,deny,manual,5.7,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
deroni-zacusca-kapitan-deroniko-260g-18634,Deroni Zacusca Kapitan Deroniko 260g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-18634,259.9991465,shopify,6,deny,manual,2.2,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
defne-masline-2-5kg-12152,Defne Masline 2.5kg,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-12152,2500.019706,shopify,2,deny,manual,12.4,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
defne-gogosari-in-otet-5000ml-13411,Defne Gogosari In Otet 5000ml,,Basarabia,,Cans & Jars,"Cans & Jars, price-match",TRUE,Title,Default Title,,,,,,,,MAR-13411,0,shopify,4,deny,manual,12,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
defne-castraveti-in-otet-9-12cm-5000g-15613,Defne Castraveti In Otet 9-12Cm 5000g,,Basarabia,,Cans & Jars,"Cans & Jars, price-match",TRUE,Title,Default Title,,,,,,,,MAR-15613,4999.994054,shopify,4,deny,manual,8.2,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
colonia-polen-poliflor-200g-18698,Colonia Polen Poliflor 200g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-18698,199.9888759,shopify,6,deny,manual,6.5,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
colonia-miere-albine-salcam-420g-18288,Colonia Miere Albine Salcam 420g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-18288,419.9811754,shopify,6,deny,manual,7.2,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
colonia-fagure-miere-salcam-150g-18697,Colonia Fagure Miere Salcam 150g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-18697,150.0029968,shopify,10,deny,manual,10.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
colonia-fagure-miere-poliflora-150g-18696,Colonia Fagure Miere Poliflora 150g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-18696,150.0029968,shopify,10,deny,manual,7.8,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
cegusto-zeama-varza-murata-1l-13261,Cegusto Zeama Varza Murata 1L,,Basarabia,Uncategorized,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-13261,0,shopify,6,deny,manual,1.5,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
capricii-delicii-zacusca-picanta-290g-17041,Capricii Delicii Zacusca Picanta 290g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-17041,289.9816021,shopify,6,deny,manual,2.9,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
capricii-delicii-zacusca-de-galbiori-290g-14365,Capricii Delicii Zacusca De Galbiori 290g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-14365,289.9816021,shopify,6,deny,manual,3.2,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
capricii-delicii-zacusca-ciuperci-290g-17039,Capricii Delicii Zacusca Ciuperci 290g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-17039,289.9816021,shopify,6,deny,manual,2.9,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
capricii-delicii-salata-vinete-cu-ardei-copti-17038,Capricii Delicii Salata Vinete Cu Ardei Copti,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-17038,0,shopify,6,deny,manual,3.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
camara-lui-enache-zacusca-traditionala-vinete-13430,Camara Lui Enache Zacusca Traditionala Vinete,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-13430,0,shopify,6,deny,manual,3.6,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
camara-lui-enache-zacusca-traditionala-vinete-13429,Camara Lui Enache Zacusca Traditionala Vinete,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-13429,0,shopify,6,deny,manual,2.6,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
camara-lui-enache-vinete-coapte-580g-17091,Camara Lui Enache Vinete Coapte 580g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-17091,580.0085635,shopify,12,deny,manual,2.9,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
camara-lui-enache-varza-foi-vid-15kg-10291,Camara Lui Enache Varza Foi Vid 15kg,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-10291,14999.98216,shopify,16,deny,manual,2.5,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
camara-lui-enache-varza-capatani-15kg-10294,Camara Lui Enache Varza Capatani 15kg,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-10294,14999.98216,shopify,15,deny,manual,1.6,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
camara-lui-enache-masline-verzi-fara-samburi-18711,Camara Lui Enache Masline Verzi Fara Samburi,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-18711,0,shopify,12,deny,manual,2.6,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
camara-lui-enache-masline-verzi-cu-usturoi-180g-18710,Camara Lui Enache Masline Verzi Cu Usturoi 180g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-18710,179.9854524,shopify,12,deny,manual,3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
camara-lui-enache-masline-kalamon-fara-samburi-18709,Camara Lui Enache Masline Kalamon Fara Samburi,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-18709,0,shopify,12,deny,manual,2.6,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
camara-lui-enache-masline-grecesti-size-70-90-18516,Camara Lui Enache Masline Grecesti(Size 70-90),,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-18516,0,shopify,6,deny,manual,3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
camara-lui-enache-masline-grecesti-size-70-90-18515,Camara Lui Enache Masline Grecesti(Size 70-90),,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-18515,0,shopify,4,deny,manual,14,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
camara-lui-enache-frunze-vita-720ml-13762,Camara Lui Enache Frunze Vita 720ml,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-13762,0,shopify,6,deny,manual,2.5,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
camara-lui-enache-castraveti-saramura-720g-18899,Camara Lui Enache Castraveti Saramura 720g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-18899,719.9871689,shopify,6,deny,manual,2.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
camara-lui-enache-castraveti-otet-720g-6-9cm-18900,Camara Lui Enache Castraveti Otet 720g 6-9Cm,,Basarabia,,Cans & Jars,"Cans & Jars, price-match",TRUE,Title,Default Title,,,,,,,,MAR-18900,719.9871689,shopify,6,deny,manual,1.7,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
camara-lui-enache-castraveti-otet-1700ml-6-9cm-18901,Camara Lui Enache Castraveti Otet 1700ml 6-9Cm,,Basarabia,,Cans & Jars,"Cans & Jars, price-match",TRUE,Title,Default Title,,,,,,,,MAR-18901,0,shopify,6,deny,manual,3.2,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
buftea-zacusca-legume-314ml-16140,Buftea Zacusca Legume 314ml,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-16140,0,shopify,6,deny,manual,1.7,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
bucegi-pate-vegetal-masline-120g-11465,Bucegi Pate Vegetal Masline 120g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11465,120.0205411,shopify,6,deny,manual,1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
bucegi-pate-vegetal-clasic-120g-11463,Bucegi Pate Vegetal Clasic 120g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11463,120.0205411,shopify,6,deny,manual,1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
bucegi-pate-vegetal-clasic-200g-11432,Bucegi Pate Vegetal Clasic 200g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11432,199.9888759,shopify,6,deny,manual,1.5,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
bucegi-pate-vegetal-ciuperci-120g-11464,Bucegi Pate Vegetal Ciuperci 120g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11464,120.0205411,shopify,6,deny,manual,1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
bucegi-pate-vegetal-ciuperci-200g-11449,Bucegi Pate Vegetal Ciuperci 200g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11449,199.9888759,shopify,6,deny,manual,1.5,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
bucegi-pate-vegetal-ceapa-verde-120g-17741,Bucegi Pate Vegetal Ceapa Verde 120g,,Basarabia,,Cans & Jars,"Cans & Jars, price-match",TRUE,Title,Default Title,,,,,,,,MAR-17741,120.0205411,shopify,6,deny,manual,1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
bucegi-pate-vegetal-ardei-copt-120g-17742,Bucegi Pate Vegetal Ardei Copt 120g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-17742,120.0205411,shopify,6,deny,manual,1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
bucegi-pate-vegetal-ardei-120g-11466,Bucegi Pate Vegetal Ardei 120g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11466,120.0205411,shopify,6,deny,manual,1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
bucegi-pate-vegetal-ardei-200g-11443,Bucegi Pate Vegetal Ardei 200g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11443,199.9888759,shopify,6,deny,manual,1.5,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
